"label","Column1"
" математика "," Решение задачи об унитарном обобщении операторов преобразования Сонина Пуассона еория игр продолжая активно развиваться в последнее время фактически стала основным инструментом для решения не только задач теории активных систем (ТАС) но и задач экономики управления и даже психологии За последние десять лет было предложено большое количество как принципиально новых концепций равновесия [10 11] так и модификаций существующих [1-3 10 11] в частности модификаций равновесия Нэша [1-3] Цель многих подобных исследований заключается в нахождении универсальной концепции решения которая давала бы единственное решение любой игры и достаточно хорошо описывала реальные ситуации операторы преобразования сонина и пуассона / унитарность / ограниченность / дробное интегродифференцирование / операторы бушмана-эрдейи "
" математика "," Медиана Кемени в определении приоритетов развития предприятий В работе [1] описывается формализация подхода к проведению самооценки в организациях на основании содержания модели а также приводится алгоритм распределения капитальных вложений с учетом приоритетов заложенных в ней Важной составляющей описанного подхода является совокупная база знаний (СБЗ) экспертов на основе которой предлагается построить механизм автоматизации процедуры самооценки "
" математика "," Прогнозирование временных рядов методами Фармера-Сидоровича и Бокса-Дженкинса Исследована возможность прогнозирования временных рядов на примере курсов основных валют с помощью моделей Фармера-Сидоровича и Бокса-Дженкинса Результаты математического моделирования показали что использование модели ближайших соседей позволяет делать удовлетворительный прогноз на три шага (трое суток) вперед при наличии детерминированного хаоса в курсах валют Модель ARIMA не следует использовать в данных обстоятельствах временной ряд / модель ближайших соседей / модель arima / курс валют / «nearest neighbor» model / time series / arima model / currency exchange rates "
" математика "," Непрерывность вероятности перколяции бернуллиевских случайных полей на однородных древесных графах В работе рассматривается «задача узлов» дискретной теории перколяции на графах типа однородного дерева Кэли Изучается вероятность перколяции P(c) однородного бернуллиевского случайного поля из корневой вершины Доказано что при любом индексе s € {2 3 4 } ветвления дерева функция P(с) непрерывна вероятность перколяции / однородное дерево кэли / бернуллиевское случайное поле "
" математика "," О почти периодических функциях со значениями в банаховом пространстве Рассматриваются некоторые свойства почти периодических функций со значениями в банаховом пространстве почти периодическая функция / банахово пространство / компактность / конечная ε-сеть / последовательность / равномерная непрерывность / подпоследовательность / счетное всюду плотное множество / finite ε-net / almost periodic function / banach space / compactness / sequence / uniform continuity / subsequence / countable dense set "
" математика "," Линейная перспектива окружности В докладе рассматриваются вопросы перспективного отображения окружности расположенной в предметной плоскости на плоскость картины в виде кривых второго порядка Предлагаются различные варианты построения дискретного ряда точек этих кривых на картине Окружность в линейной перспективе расширенного евклидового пространства может проецироваться следующим образом: "
" математика "," Метод аппроксимации для определения числовых характеристик некоторых низкочастотных звуков человеческой речи редложен метод распознавания звуковых сигналов в основе которого лежит идея аппроксимации (почти) периодической функции набором мод с медленно (по сравнению с несущими частотами) меняющимися амплитудами Метод применен к анализу 8 низкочастотных звуков человеческой речи полученных от 8 респондентов Создана база данных по амплитудам отдельных мод и на ее основе разработана система идентификации произнесенных звуков Тестовые испытания созданной системы показали уровень распознаваемости звуков в 85-95 процентов "
" математика "," Вычислительный эксперимент при моделировании высотно-широтных распределений ионосферных параметров Рассмотрено влияние смешанных производных при трехмерном моделировании ионосферы разностными методами В задачах моделирования ионосферной плазмы возникает необходимость отыскания периодических решений уравнения диффузии для различных компонент Анизотропия среды и зависимость коэффициента диффузии от направления приводят к необходимости учета смешанных производных Зафиксируем в трехмерном уравнении диффузии записываемом в дивергентной форме в сферической системе координат в шаровом слое [1] географическую долготу тогда получим двумерную нестационарную модель вида: трехмерное моделирование / разностные методы / ионосфера / смешанные производные / three-dimension simulation / difference methods / ionosphere / mixed derivatives "
" математика "," Рефлексивные модели репутации и норм деятельности Настоящая работа посвящена теоретико-игровым моделям репутации и норм деятельности учитывающих рефлексию участников Приведем определения основных понятий Репутация - «создавшееся общее мнение о достоинствах или недостатках кого-либо чего-либо общественная оценка» [10 с 431] Норма - «узаконенное установление признанный обязательным порядок» [10 с 338] общепризнанное правило стандарт образец поведения "
" математика "," Размещение прямоугольных элементов на листе На практике часто встречается задача разрезания листа (например металлического) на заданные прямоугольные элементы (детали) В общем случае считается что лист не один и листы поступают на раскрой динамически Таким образом при постановке задачи используются следующие данные:список элементов в котором каждому элементу присвоен уникальный номер (идентификатор) а также размеры по горизон тали (ширина) и по вертикали (длина) elem (пит wid len) ; - список листов в котором каждому листу присвоен идентификатор а также ширина и длина "
"",""
" физика "," Необычные физические эффекты выявленные при работе сверхъединичных теплогенераторов Представлены предположительно новые физические эффекты связанные с работой сверхъединичных теплогенераторов Зафиксирован реверс направления осевого гамма-излучения вблизи основной трубы многокаскадного вихревого теплогенератора и при изменении температуры циркулирующей через неё воды Обнаружено изменение характеристик кипения воды и водно-спиртовой смеси при их испарении в роторно-кавитационном агрегате Ключевые слова: сверхъединичный теплогенератор вихревая труба ротор кавитация смеси "
" физика "," Об определении площади статокинезиграммы Стабилография - методика исследования постуральной системы (ПС) ответственной у человека за поддержание вертикальной позы Эта методика состоит в регистрации и анализе дискретных квантованных координат [X(nAt) Y(nAt) ] положения на плоскости центра давления (ЦД) человека [1] Траектория перемещения ЦД называется статокинезиграммой (СК) Пример множества точек СК приведен на рис "
" физика "," Задача о волнах малой амплитуды в канале переменной глубины В работе рассматриваются две частные задачи гидродинамики и теории волн непотенциальное движение идеальной несжимаемой неоднородной жидкости над твердым и деформируемым дном Представленная математическая модель аналитически реализована в линейной аппроксимации Полученное решение позволяет определить волновой режим исследуемой акватории В естественных условиях достаточно редки случаи когда поверхность дна канала сохраняет свою первоначальную форму и остается твердой непроницаемой и недеформируемой В результате движения жидкости на дно оседают взвеси органического и неорганического происхождения С течением времени на изначально твердом горизонтальном дне канала образуется подвижный деформируемый слой представляющий собой смесь компонентами которой являются песок ил глина или гравий "
" физика "," Определение потенциальной функции молекулы AsH3 на основе экспериментальных данных Рассматривается задача определения внутримолекулярной потенциальной функции молекулы типа симметричного волчка на примере молекулы арсина AsH3 Для решения данной задачи разработан пакет программ на аналитическом языке MAPLE позволяющий связывать между собой параметры потенциальной функции заданной через симметричные естественные (инвариантные относительно изотопозамещения) и/или нормальные колебательные координаты "
" физика "," Акустическая неустойчивость в камерах с усреднённым потоком и выделением тепла "
" физика "," Дифракционные эффекты при измерении скорости звука в жидкостях Рассмотрены абсолютная и относительная дифракционные погрешности измерителей скорости звука в жидкостях Показано что в режиме постоянной длины звуковой волны могут быть введены дифракционные поправки во всем диапазоне измерения скорости звука по независимым данным в реперной точке при температуре дистиллированной воды максимальной плотности "
" физика "," СПЕКТРАЛЬНО-КИНЕТИЧЕСКИЕ ПАРАМЕТРЫ ФОТОЛЮМИНЕСЦЕНЦИИ УРАНОВЫХ КОМПЛЕКСОВ В КРИСТАЛЛАХ LiF Представлены результаты исследований с наносекундным временным разрешением спектрально-кинетических параметров импульсной фотолюминесценции при 300 К кристаллов LiF содержащих уран-гидроксильные комплексы Показано что облучение кристалла электронами приводит к разрушению этих комплексов к изменению вероятности излучательных переходов и соотношения интенсивностей полос в спектре свечения урана в диапазоне 2 6 2 1 эВ "
" физика "," Энергия границ зерен наклона в металлах и сплавах с ГЦК решеткой Рассчитаны зависимости энергии границ зерен от угла разориентации соседних зерен в ГЦК-металлах и упорядоченных сплавах со сверхструктурой L12 На зависимостях зернограничной энергии от угла разориентации в металлах и упорядоченных сплавах обнаружен скачок энергии при 42° связанный со сменой типа структурных единиц В упорядоченных сплавах при углах разориентации Θ>30° происходит нарушение локального порядка в ядре границы зерна сопровождающееся резким изменением энергии границы "
" физика "," Приближённое аналитическое решение линеаризованного по скорости уравнения Навье-Стокса в сфероидальной системе координат Система уравнений Навье-Стокса представляющая собой систему дифференциальных уравнений в частных производных описывает движение вязкой ньютоновской среды (газ жидкость) Она состоит из уравнения движения и уравнения непрерывности Система уравнений Навье-Стокса является одним из важнейших объектов изучения в математической физике и она применяется для описания многих природных явлений и технических задач [1-3] К числу очень важных математических вопросов связанных с системой Навье-Стокса относятся: доказательство существования у неё глобальных гладких решений трёхмерных начально-краевах задач нахождение общего аналитического решения системы Навье-Стокса для пространственного или плоского потока и т д Влоть до настоящего времени решения системы уравнений Навье-Стокса найдены лишь для некоторых весьма частных случаев [ "
" физика "," Исследование экологического состояния мелководья с использованием параметрической антенны Для оценки экологического состояния водной среды используется гидроакустическая локационная система на основе акустической параметрической антенны При решении вопроса об анализе свойств неоднородностей водной среды парамет- -полосности и узконаправленности что является немаловажным для целей локации В качестве рассеивателей рассматриваются взвеси и неоднородности водной среды имеющие как биологическое так и техногенное происхождение При нахождении рассеивателя в области нелинейного взаимодействия высокочастотных волн накачки параметрической антенны задача рассеяния приобретает нелинейный характер т к рассеиваются сами волны накачки "
" физика "," Расщепление нижнего критического поля в сверхпроводниках с многокомпонентным параметром порядка: критическое поле HcW ногокомпонентность параметра порядка приводит к тому что в таких сверхпроводниках возможные типы топологических дефектов включают в себя не только линейные дефекты — вихри но и топологические особенности в виде плоскостей — доменные стенки (ДС) а также сложные комбинации тех и других "
" физика "," Определение координат источников радиоизлучения разностно-дальномерным методом с использованием группировки низкоорбитальных малых космических аппаратов Предложен итерационный алгоритм оценки координат источников радиоизлучения для разностно-дальномерного метода с использованием многопозиционной группировки малых космических аппаратов Проведено моделирование алгоритма оценки координат Сформулированы требования к высоте орбиты и расстоянию между спутниками для группировки малых космических аппаратов Оценена точность определения момента прихода сигнала необходимая для достижения требуемой точности оценки координат "
" физика "," Разработка и качественное исследование кинетической модели водородного охрупчивания сталей и сплавов Водородный износ весьма часто определяет надежность и срок службы оборудования и машин имеющих в своем составе узлы трения [1 3—6] Износ в особенности водородный износ является наиболее существенным фактором который должны учитывать разработчики новой техники "
" физика "," Тепломассоперенос при локальном нагреве и зажигании жидкого топлива сфокусированным потоком излучения Одними из возможных источников зажигания конденсированных веществ являются концентрированные потоки излучения [1] Известны результаты теоретических и экспериментальных исследований процессов зажигания твердых топлив такими потоками [1-3] Закономерности зажигания жидких конденсированных веществ (например типичных жидких топлив) менее изучены В частности не решена задача о зажигании жидкого топлива в условиях поглощения энергии потоком продуктов испарения жидкости Этот фактор может играть большую роль при нагреве в условиях естественной конвекции и излучения В классической теории зажигания [4] подобные факторы не проанализированы "
" физика "," Параметрические антенны в исследовании обратного рассеяния звука Обратное объемное рассеяние звука в силу природы своего возникновения всегда содержит некоторую информацию о неоднородностях морской среды вызвавших рассеяние акустических волн Это определяет значительный интерес к физическим свойствам акустических полей рассеиваемых в океане в обратном направлении Случайные изменения параметров морской среды вызываются пространственно-временными флюктуациями температуры турбулизованностью воды присутствием дискретных неоднородностей главным образом пузырьков воздуха и морских организмов "
" физика "," Формирование художественного звукового образа с учетом акустических качеств закрытого пространства Влияние помещения на качество звучания музыки и речи давно и хорошо известно исполнителям и слушателям Воздействие помещения на звуковой сигнал можно рассматривать как его обработку особым пространственным фильтром который меняет его временную структуру и спектр а также баланс громкостей пространственные характеристики и прочее Реализация творческих задач звукорежиссера в значительной степени зависит от акустических свойств окружающего пространства в котором он работает "
" физика "," Метод улучшения сходимости Коши и его применение к вычислению энергии вакуума Устранение ультрафиолетовых расходимостей — одна из самых сложных проблем квантовой теории поля На данный момент наиболее фундаментальным подходом к решению этой проблемы является теория перенормировок Теория перенормировок основана на фундаментальном допущении о возможности устранения всех расходимостей посредством переопределения таких констант как масса заряд поля и т д Существует несколько способов выполнить такую перенормировку В данной работе для перенормировки энергии вакуума [1; 2] используется техника размерной регуляризации [3] Также рассматривается развитие идеи Коши об аналитическом продолжении гамма-функции Эйлера [4 с 25] суть которой сводится к следующему Коши заметил что несмотря то что интегральное представление гамма-функции "
" физика "," Кластеры суть структуры жидкого состояния воды На основании статистики различимых частиц кластерной модели и теории перколяции получена формула для конфигурационной теплоемкости воды Это позволило разработать методику рассчитать размеры (g) кластеров и термодинамические свойства жидкого состояния воды во всем интервале температур от нуля до критической При температуре 233 К конфигурационная теплоемкость имеет максимум при этом число молекул в кластере также достигает максимального значения g = 44 в ультравязком состоянии воды (130-160 К) g = 2-7 и 0 25 при абсолютном нуле "
" физика "," Аналитическое решение задачи определения поля электрической напряженности СВЧ волны импульсного радара в высокотемпературной плазме Для диагностики высокотемпературной плазмы экспериментальных установок управляемого термоядерного синтеза типа токамак [1] используют метод импульсной рефлектометрии [2] Метод основан на зондировании плазмы импульсным СВЧ-излучением Диагностируемой характеристикой является пространственно-временное распределение электронной плотности плазменного слоя "
" физика "," Изображение и анализ граничных условий для уравнения теплопроводности на фазовых плоскостях Предложен новый метод изображения и анализа граничных условий краевой задачи теплопроводности на фазовых плоскостях температура - градиент температуры и температура - плотность теплового потока Проанализированы особенности всех видов (родов) линейных граничных условий на данных плоскостях Исследовано поведение на фазовых плоскостях нелинейных граничных условий для двух задач Проведено сравнение экспериментальных и модельных результатов задачи распределения температуры электронов в низкотемпературной плазме термоэмиссионного преобразователя "
"",""
" химия "," Цветные покрытия на основе комплексного соединения флуоресцеината циркония (IV) Проведено физико-химическое исследование процессов формирования пленкообразующего раствора на основе комплексного соединения флуоресцеината циркония (IV) Показана возможность использования этих соединений для получения цветных пленок Установлены оптимальные условия синтеза покрытий от ярко-желтого до красного цветов В современной технике в качестве пленочных материалов широко применяют оксидные нитрид-ные и металлические покрытия [1 2] Функциональные возможности таких пленок - это изменение химических электрических и оптических свойств поверхности материала повышение его устойчивости и долговечности при эксплуатации в агрессивных средах Нанесение тонких цветных пленок позволяет решать задачи по перераспределению спектрального состава и интенсивности световых потоков создавать источники света с необходимым спектром излучения "
" химия "," ТОНКИЕ ПЛЕНКИ НА ОСНОВЕ HfO2 И Y2O3 ПОЛУЧЕННЫЕ ИЗ ГИДРОЛИЗУЮЩИХСЯ РАСТВОРОВ Тонкие пленки на основе ИЮ2 получаемые из растворов гидролизующихся соединений вследствие прозрачности в УФ- и видимой областях спектра находят широкое применение для создания различных интерференционных систем При практическом использовании этих систем возникает ряд осложнений в связи с происходящими в них полиморфными превращениями Для стабилизации структуры а следовательно и свойств пленок часто используют оксиды редкоземельных элементов [1] Целью данной работы было получение и исследование свойств пленок системы НЮ2-У203 при содержании У203 от 0 до 60 % мол исследование физико-химических процессов лежащих в основе формирования пленок "
" химия "," Элементный состав гуминовых кислот торфов Среднего Приобья Изучение гуминовых кислот имеет более чем вековую историю с естественной и закономерной эволюцией взглядов на процессы их образования состав и свойства Тем не менее несмотря на накопленный к настоящему времени материал природа этой группы органических соединений не может ещё считаться достаточно изученной Не представляется окончательно решенным механизм гумификации недостаточно полно изучены свойства гуминовых кислот торфа их химическая природа зависящая от ботанического состава возраста и условий формирования "
" химия "," Электрохимический контроль качества вод Сложность современных задач эколого-анали-тического мониторинга токсикантов и охраны здоровья населения заставляют исследователей привлекать для их решения все современные высокочувствительные методы анализа Контроль состояния объектов окружающей среды в том числе анализ различных вод на содержание неорганических и органических веществ проводится различными физико-химическими методами среди которых электрохимические методы занимают одно из ведущих мест из-за простоты дешевизны автоматизации операций Следует отметить большое число публикаций по физико-химическим методам анализа однако обзорных статей по применению электрохимических методов в анализе водных сред невелико "
